,T_K,P_bar,rholiq_kgm3,rholiq_unc_kgm3,rhovap_kgm3,rhovap_unc_kgm3,pvap_bar,pvap_unc_bar,hvap_kJmol,hvap_unc_kJmol
0,240.0,2.0197,1401.6563229111111,0.8006046648025128,6.518503094011111,0.5408070237465322,1.0414456095566667,0.08424057623499143,21.44123368829118,0.0219099145706943
1,260.0,4.3661,1336.7901406111114,0.9711107230462056,13.338843688333332,0.24466511627886792,2.240433206977778,0.03842750435022716,20.101136530978135,0.022446733109307688
2,280.0,8.3493,1267.437040811111,1.4940814376528755,25.658737007999996,0.7867066413568918,4.460592123688889,0.12982169538886995,18.570045124327873,0.03378138487841574
3,300.0,14.5535,1195.8687691999999,1.4770154404374973,47.879467903,0.8407532668653213,8.296398169922222,0.10006484231817026,16.81123897193125,0.026043968006042452
4,320.0,23.685,1104.6522108555557,2.0494052119959703,79.09063359977779,1.4959191112004555,13.579566887133334,0.14432969097796586,14.742665506534362,0.040635734756721165
5,340.0,36.112,1005.4332618877778,2.9377435027060805,142.73529022466667,3.2580056189333404,21.992296249457443,0.30841565131607723,11.907117326730301,0.05017403956812865
